Dormina,83,10,2 (E_SKILL_TYPE_NODAMAGE_ATK),12 (Sleep),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80,,,,,,,,,,,,,,,,,,,,2,TRUE,TRUE,,,,259,,,,,,,,,,,,,,FALSE,FALSE,,,sk_800,0 (E_SKILL_HIT_STAMP_TYPE_NONE),471,48060,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Lullaby,84,25,2 (E_SKILL_TYPE_NODAMAGE_ATK),12 (Sleep),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,,,,,,,,,,,,,,,,,,,,14,TRUE,TRUE,,,,882,,,,,,,,,,,,,,FALSE,FALSE,,,sk_801,0 (E_SKILL_HIT_STAMP_TYPE_NONE),196,50420,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Poisma,85,10,2 (E_SKILL_TYPE_NODAMAGE_ATK),8 (Poison),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,,,,,,,,,,,,,,,,,,,,2,TRUE,TRUE,,,,259,,,,,,,,,,,,,,FALSE,FALSE,,,sk_802,0 (E_SKILL_HIT_STAMP_TYPE_NONE),606,48061,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Toxic Cloud,86,25,2 (E_SKILL_TYPE_NODAMAGE_ATK),8 (Poison),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,,,,,,,,,,,,,,,,,,,,14,TRUE,TRUE,,,,840,,,,,,,,,,,,,,FALSE,FALSE,,,sk_803,0 (E_SKILL_HIT_STAMP_TYPE_NONE),458,50421,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Soul Drain,87,0,13 (E_SKILL_TYPE_EXTRA_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,200,100,100,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,100,100,0,FALSE,FALSE,1 (Player),31 (Night),46 (Qadištu),2138,,61 (E_SKILL_EXTRA_EFFECT_MAGATSUHI_HP_DRAIN),62 (E_SKILL_EXTRA_EFFECT_MAGATSUHI_MP_DRAIN),64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,,,,,,,FALSE,FALSE,,,sk_708,9 (E_SKILL_HIT_STAMP_TYPE_ALL),357,80023,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),21,,,,,,,
Lightning Pulse,88,25,1 (E_SKILL_TYPE_MAGIC_ATK),3 (Electric),32 (Invalid),32 (Invalid),32 (Invalid),-3,3 (E_SKILL_TEKISEI_CATEGORY_THUNDER),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,90,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,882,,,,,,,,,,,,,,FALSE,FALSE,,,sk_805,5 (E_SKILL_HIT_STAMP_TYPE_THUNDER),612,23960,3 (E_SKILL_ICON_THUNDER),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,3 (Electric),29,,,,,,,
Pulinpa,89,10,2 (E_SKILL_TYPE_NODAMAGE_ATK),10 (Confusion),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,,,,,,,,,,,,,,,,,,,4,TRUE,TRUE,,,,264,,,,,,,,,,,,,,FALSE,FALSE,,,sk_806,0 (E_SKILL_HIT_STAMP_TYPE_NONE),584,48120,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Tentarafoo,90,25,2 (E_SKILL_TYPE_NODAMAGE_ATK),10 (Confusion),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,,,,,,,,,,,,,,,,,,,,15,TRUE,TRUE,,,,882,,,,,,,,,,,,,,FALSE,FALSE,,,sk_807,0 (E_SKILL_HIT_STAMP_TYPE_NONE),445,50450,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Marin Karin,91,10,2 (E_SKILL_TYPE_NODAMAGE_ATK),11 (Charm),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,,,,,,,,,,,,,,,,,,,4,TRUE,TRUE,,,,264,,,,,,,,,,,,,,FALSE,FALSE,,,sk_808,0 (E_SKILL_HIT_STAMP_TYPE_NONE),685,48121,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Sexy Dance,92,25,2 (E_SKILL_TYPE_NODAMAGE_ATK),11 (Charm),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,,,,,,,,,,,,,,,,,,,,15,TRUE,TRUE,,,,882,,,,,,,,,,,,,,FALSE,FALSE,,,sk_809,0 (E_SKILL_HIT_STAMP_TYPE_NONE),346,50451,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Makajama,93,10,2 (E_SKILL_TYPE_NODAMAGE_ATK),13 (Seal),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65,,,,,,,,,,,,,,,,,,,,6,TRUE,TRUE,,,,1190,,,,,,,,,,,,,,FALSE,FALSE,,,sk_810,0 (E_SKILL_HIT_STAMP_TYPE_NONE),620,48180,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Makajamaon,94,25,2 (E_SKILL_TYPE_NODAMAGE_ATK),13 (Seal),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40,,,,,,,,,,,,,,,,,,,,15,TRUE,TRUE,,,,2244,,,,,,,,,,,,,,FALSE,FALSE,,,sk_811,0 (E_SKILL_HIT_STAMP_TYPE_NONE),621,50452,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Dustoma,95,10,2 (E_SKILL_TYPE_NODAMAGE_ATK),20 (Mirage),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,75,,,,,,,,,,,,,,,,,,,,2,TRUE,TRUE,,,,1230,,,,,,,,,,,,,,FALSE,FALSE,,,sk_812,0 (E_SKILL_HIT_STAMP_TYPE_NONE),375,48062,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Fogna,96,25,2 (E_SKILL_TYPE_NODAMAGE_ATK),20 (Mirage),32 (Invalid),32 (Invalid),32 (Invalid),,8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,50,,,,,,,,,,,,,,,,,,,,14,TRUE,TRUE,,,,1190,,,,,,,,,,,,,,FALSE,FALSE,,,sk_813,0 (E_SKILL_HIT_STAMP_TYPE_NONE),562,50422,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Dia,97,8,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,35,15,,,,1,TRUE,TRUE,,,,273,,,,,,,,,,,,,,FALSE,FALSE,,,sk_900,0 (E_SKILL_HIT_STAMP_TYPE_NONE),408,54030,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Diarama,98,15,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,80,25,,,,12,TRUE,TRUE,,,,677,,,,,,,,,,,,,,FALSE,FALSE,,,sk_901,0 (E_SKILL_HIT_STAMP_TYPE_NONE),414,54360,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Diarahan,99,35,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,4000,,,,,19,TRUE,TRUE,,,,2022,,,,,,,,,,,,,,FALSE,FALSE,,,sk_902,0 (E_SKILL_HIT_STAMP_TYPE_NONE),413,54570,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Media,100,30,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,30,13,,,,8,TRUE,TRUE,,,,1104,,,,,,,,,,,,,,FALSE,FALSE,,,sk_903,0 (E_SKILL_HIT_STAMP_TYPE_NONE),714,56240,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Mediarama,101,60,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,65,22,,,,18,TRUE,TRUE,,,,2738,,,,,,,,,,,,,,FALSE,FALSE,,,sk_904,0 (E_SKILL_HIT_STAMP_TYPE_NONE),717,56540,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Mediarahan,102,150,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,4000,,,,,26,TRUE,TRUE,,,,4608,,,,,,,,,,,,,,FALSE,FALSE,,,sk_905,0 (E_SKILL_HIT_STAMP_TYPE_NONE),716,56780,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Dia,103,8,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,60,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_900,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,102999,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Diarama,104,15,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,180,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_901,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,103000,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Media,105,30,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,40,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_903,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,103001,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Mediarama,106,60,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,120,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_904,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,103002,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Patra,107,8,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),4 (CostSupporting),,,2 (1 ally),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,100,,,,,,,,,,,,,,,,,,,1,TRUE,TRUE,,,,269,,,,,,,,,,,,,,FALSE,FALSE,,,sk_910,0 (E_SKILL_HIT_STAMP_TYPE_NONE),508,54830,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Me Patra,108,30,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),4 (CostSupporting),,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,100,,,,,,,,,,,,,,,,,,,14,TRUE,TRUE,,,,2048,,,,,,,,,,,,,,FALSE,FALSE,,,sk_911,0 (E_SKILL_HIT_STAMP_TYPE_NONE),719,56920,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Twilight Wave,109,0,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,700,100,100,255,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,200,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,1 (Player),35 (Haunt),22 (Wilder),,,64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,,,,,,,,,FALSE,FALSE,,,sk_046,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),201,80024,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Eternal Prayer,110,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,8 (E_SKILL_TARGET_SELF_SIDE_CMP_ALL),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,103,,,,,,,,,,,,,,4000,,,,,0,FALSE,FALSE,1 (Player),3 (Megami),43 (Panagia),,,64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,,,,,,,,,FALSE,FALSE,,,sk_912,0 (E_SKILL_HIT_STAMP_TYPE_NONE),463,80026,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Sea of Stars,111,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,1 (Player),5 (Divine),,,,64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,6 (E_OVERWRITE_CONDITION_MP_CURE),,9 (E_OVERWRITE_FORMULA_MP_CURE_RATE),30,6 (E_OVERWRITE_CONDITION_MP_CURE),,10 (E_OVERWRITE_FORMULA_MP_CURE_VALUE),10,FALSE,FALSE,,,sk_913,0 (E_SKILL_HIT_STAMP_TYPE_NONE),222,80027,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Waters of Youth,112,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,4000,,,,,0,FALSE,FALSE,1 (Player),24 (Lady),44 (Enigma),,,64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,6 (E_OVERWRITE_CONDITION_MP_CURE),,9 (E_OVERWRITE_FORMULA_MP_CURE_RATE),100,,,,,FALSE,FALSE,,,sk_914,0 (E_SKILL_HIT_STAMP_TYPE_NONE),73,80028,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Accursed Poison,113,0,2 (E_SKILL_TYPE_NODAMAGE_ATK),13 (Seal),12 (Sleep),11 (Charm),10 (Confusion),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,200,,3,-1,-1,-1,-1,,,,,,,,,,,,,,0,FALSE,FALSE,1 (Player),4 (Avian),8 (Raptor),,,64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),66 (E_SKILL_EXTRA_EFFECT_BST_PRIORITY_SORT),,,,,,,,,,FALSE,FALSE,,,sk_804,0 (E_SKILL_HIT_STAMP_TYPE_NONE),301,80025,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
